ID,Usia,Pendapatan,Gender,Status_Pekerjaan,Pendidikan,Jml_Keluarga,Transaksi_BulanIni,Status_Kesehatan,Tingkat_Konsumsi
10915,27,121658311.85444118,P,Pekerja Swasta,SMA,4,13,Sakit Ringan,Sedang
10916,19,42536476.79990611,P,Pekerja Swasta,D3,1,15,Sakit Berat,Rendah
10917,55,156027462.82735026,L,Pelajar,D3,3,1,Sakit Berat,Tinggi
10918,32,148166324.97559118,P,Wiraswasta,SMA,6,19,Sehat,Sedang
10919,20,58970481.62249529,L,Pelajar,S3,6,0,Sehat,Sedang
10920,60,129150480.03973521,L,Pegawai Negeri,D3,2,13,Sehat,Sedang
10921,48,110594468.77350283,P,Pegawai Negeri,S2,6,3,Sakit Ringan,Sedang
10922,23,30946936.132963955,L,Pegawai Negeri,S3,4,4,Sehat,Sedang
10923,20,70067705.0305042,L,Pekerja Swasta,SMA,1,6,Sehat,Sedang
10924,28,199906886.72429344,P,Pekerja Swasta,S2,2,10,Sakit Ringan,Tinggi
10925,32,37916418.999946885,L,Pekerja Swasta,S2,5,11,Sakit Berat,Tinggi
10926,62,111154035.26398894,L,Wiraswasta,S3,1,7,Sakit Ringan,Tinggi
10927,69,172880075.8306239,P,Pelajar,SMA,2,20,Sehat,Rendah
10928,45,74117337.14092952,P,Pekerja Swasta,S2,5,6,Sakit Ringan,Tinggi
10929,27,66927555.01887509,L,Pegawai Negeri,D3,3,2,Sakit Ringan,Sedang
10930,55,180342749.3042583,L,Wiraswasta,D3,1,1,Sehat,Sedang
10931,64,74869390.45668316,P,Wiraswasta,S3,1,17,Sakit Berat,Tinggi
10932,67,137268796.02550256,L,Pegawai Negeri,D3,3,9,Sehat,Sedang
10933,67,153256337.17957687,P,Pekerja Swasta,S1,1,18,Sakit Ringan,Rendah
10934,24,161951194.87527892,L,Wiraswasta,SMA,4,14,Sehat,Tinggi
10935,32,199056734.71525937,P,Pegawai Negeri,S2,2,16,Sakit Berat,Rendah
10936,35,164574572.54778206,L,Pekerja Swasta,S2,5,18,Sakit Ringan,Tinggi
10937,35,138262188.23975617,L,Wiraswasta,S3,5,2,Sakit Berat,Sedang
10938,69,181183440.39661524,P,Wiraswasta,S3,2,12,Sehat,Rendah
10939,58,183034034.41501054,L,Pelajar,S2,4,1,Sehat,Sedang
10940,41,195169962.3787307,P,Pelajar,D3,1,14,Sakit Ringan,Tinggi
10941,19,159763747.6057675,P,Wiraswasta,S3,3,16,Sehat,Sedang
10942,57,55086919.50766357,P,Wiraswasta,S1,3,0,Sakit Berat,Rendah
10943,37,147765096.0027182,L,Wiraswasta,S3,1,13,Sakit Ringan,Tinggi
10944,51,33523119.495887328,L,Pelajar,D3,6,0,Sakit Berat,Tinggi
10945,60,77233327.02477083,P,Pekerja Swasta,SMA,5,10,Sakit Berat,Sedang
10946,43,40845351.85680503,P,Pelajar,S1,2,2,Sakit Ringan,Sedang
10947,24,190989669.2397572,P,Pegawai Negeri,S3,2,12,Sakit Berat,Rendah
10948,55,80975740.20038517,L,Wiraswasta,SMA,5,8,Sakit Ringan,Rendah
10949,47,148378816.35978496,P,Pegawai Negeri,SMA,2,14,Sakit Ringan,Tinggi
10950,59,122837318.44150291,P,Pegawai Negeri,S2,5,8,Sakit Berat,Tinggi
10951,22,39352054.350284636,L,Pegawai Negeri,D3,4,6,Sakit Berat,Tinggi
10952,28,121042000.61855794,P,Pelajar,S2,1,6,Sakit Ringan,Rendah
10953,18,138984237.81647712,L,Pelajar,D3,5,1,Sehat,Sedang
10954,51,178673106.31645334,P,Pekerja Swasta,SMA,4,1,Sehat,Sedang
10955,18,32615415.63544577,P,Pegawai Negeri,S3,5,20,Sakit Berat,Tinggi
10956,36,73214117.3174313,P,Pegawai Negeri,D3,4,0,Sehat,Tinggi
10957,19,144621369.90427023,L,Pelajar,D3,4,17,Sehat,Sedang
10958,38,26179694.456926137,L,Pegawai Negeri,SMA,4,15,Sakit Ringan,Tinggi
10959,37,56639622.11194476,L,Pelajar,S1,1,9,Sakit Ringan,Tinggi
10960,40,59360671.35284026,P,Wiraswasta,SMA,5,15,Sehat,Rendah
10961,38,140478754.29924327,P,Wiraswasta,SMA,6,12,Sakit Berat,Sedang
10962,41,71472922.30558054,P,Pegawai Negeri,D3,5,1,Sehat,Sedang
10963,21,127927219.20682833,P,Pekerja Swasta,SMA,5,1,Sakit Ringan,Rendah
10964,29,193762720.4017353,L,Pelajar,S2,4,9,Sehat,Rendah
10965,39,162783736.7602221,P,Wiraswasta,SMA,2,11,Sehat,Rendah
10966,37,79922504.83601108,P,Wiraswasta,S3,2,4,Sakit Berat,Sedang
10967,35,105031994.39108558,L,Pegawai Negeri,SMA,5,7,Sehat,Sedang
10968,18,56121302.37818052,P,Pelajar,SMA,2,16,Sakit Ringan,Rendah
10969,47,22829601.85462097,L,Pegawai Negeri,S3,6,8,Sakit Ringan,Sedang
10970,50,72148771.66247448,P,Pelajar,S1,2,14,Sakit Berat,Sedang
10971,41,86493550.01688887,L,Pekerja Swasta,S1,2,12,Sakit Berat,Rendah
10972,31,121586091.12532558,P,Pelajar,S1,4,13,Sehat,Tinggi
10973,53,189931996.86747137,L,Wiraswasta,S2,5,7,Sehat,Sedang
10974,22,190613373.15293005,L,Pegawai Negeri,S3,6,16,Sakit Berat,Tinggi
10975,28,32617693.794671975,P,Pelajar,S2,6,10,Sakit Berat,Sedang
10976,41,130636222.31561066,P,Wiraswasta,S2,5,7,Sakit Ringan,Tinggi
10977,48,27623477.1598141,L,Pegawai Negeri,S2,6,13,Sakit Ringan,Tinggi
10978,30,136654593.46682662,L,Pegawai Negeri,S3,3,0,Sehat,Sedang
10979,33,41186551.20952639,P,Pekerja Swasta,D3,3,11,Sehat,Sedang
10980,41,190352508.50397807,L,Wiraswasta,D3,2,19,Sakit Berat,Sedang
10981,30,175580962.85701448,P,Pelajar,S1,5,9,Sehat,Sedang
10982,41,24019189.499608994,P,Wiraswasta,S2,2,11,Sakit Berat,Tinggi
10983,43,160783710.40241414,P,Pegawai Negeri,S1,4,18,Sakit Berat,Rendah
10984,19,134461481.09070998,P,Pekerja Swasta,S2,5,14,Sehat,Sedang
10985,33,109166454.31418824,P,Pelajar,S1,6,2,Sehat,Sedang
10986,55,128474207.61544792,P,Pekerja Swasta,SMA,4,8,Sehat,Rendah
10987,63,142085010.88336474,L,Pekerja Swasta,S3,4,7,Sakit Ringan,Sedang
10988,18,179202345.60089236,P,Wiraswasta,S2,5,9,Sakit Ringan,Sedang
10989,66,158124378.98769417,L,Pegawai Negeri,S2,2,7,Sakit Ringan,Sedang
10990,28,123568007.4793983,P,Pegawai Negeri,S2,3,15,Sakit Berat,Tinggi
10991,68,168430818.93410152,P,Pelajar,S3,2,10,Sakit Berat,Tinggi
10992,52,197646132.17064804,P,Pekerja Swasta,SMA,3,7,Sakit Ringan,Rendah
10993,60,74032763.76079305,L,Pekerja Swasta,D3,1,17,Sehat,Rendah
10994,46,41315724.92328827,P,Pekerja Swasta,S3,3,6,Sakit Berat,Rendah
10995,54,151660686.92756593,P,Wiraswasta,SMA,5,2,Sehat,Tinggi
10996,34,196147340.10433698,P,Pegawai Negeri,S1,3,7,Sehat,Sedang
10997,56,41007065.816444166,P,Pekerja Swasta,S2,1,4,Sakit Berat,Tinggi
10998,59,97707306.44148359,L,Pekerja Swasta,S2,6,4,Sakit Berat,Sedang
10999,45,31208175.59343,L,Pegawai Negeri,D3,6,18,Sehat,Sedang
11000,46,159775749.69874215,P,Pelajar,S1,3,16,Sakit Ringan,Tinggi
11001,60,190767568.8290802,P,Wiraswasta,SMA,2,13,Sakit Berat,Sedang
11002,20,109818947.80135998,L,Wiraswasta,S1,3,17,Sakit Berat,Tinggi
11003,69,93713806.50683405,P,Wiraswasta,S1,5,1,Sakit Berat,Tinggi
11004,27,183389424.1850938,L,Pegawai Negeri,D3,5,17,Sakit Ringan,Tinggi
11005,59,44009910.07708099,L,Wiraswasta,SMA,4,6,Sakit Ringan,Rendah
11006,31,180485176.06550458,L,Pekerja Swasta,D3,2,16,Sehat,Sedang
11007,29,90582680.50424615,L,Wiraswasta,SMA,2,17,Sakit Berat,Rendah
11008,64,120693154.22442152,L,Pegawai Negeri,S3,3,15,Sakit Berat,Rendah
11009,59,115092578.92309563,L,Wiraswasta,S3,3,6,Sakit Berat,Sedang
11010,47,130876251.3938801,L,Pelajar,S2,5,17,Sakit Ringan,Tinggi
11011,49,189582196.47635072,P,Pelajar,D3,4,11,Sakit Berat,Rendah
11012,49,191202865.808128,L,Pegawai Negeri,S3,1,15,Sakit Berat,Rendah
11013,59,169606688.08946338,P,Pegawai Negeri,S1,3,13,Sehat,Tinggi
11014,49,54477933.86680389,P,Pelajar,S1,2,6,Sakit Ringan,Tinggi
11015,43,80032938.38992268,P,Wiraswasta,S3,6,7,Sehat,Tinggi
11016,68,107808473.04581805,L,Pekerja Swasta,D3,3,13,Sakit Berat,Sedang
11017,18,182982969.08633313,L,Pegawai Negeri,S2,4,19,Sehat,Sedang
11018,59,113755668.29231815,L,Pelajar,S1,2,13,Sakit Berat,Tinggi
11019,19,195938419.64038363,P,Wiraswasta,S2,6,2,Sakit Berat,Sedang
11020,34,197091410.90045884,P,Pegawai Negeri,S1,6,7,Sehat,Tinggi
11021,47,127745166.70333688,P,Wiraswasta,SMA,4,18,Sehat,Tinggi
11022,56,177949161.11860603,P,Pekerja Swasta,S3,2,11,Sakit Berat,Sedang
11023,24,199860088.1643018,L,Pegawai Negeri,D3,3,10,Sakit Ringan,Sedang
11024,69,172948973.24381956,P,Pekerja Swasta,S1,4,20,Sakit Ringan,Tinggi
11025,44,138243982.3735258,L,Pekerja Swasta,S3,5,10,Sehat,Sedang
11026,26,172124034.59368908,P,Pekerja Swasta,S2,2,2,Sakit Ringan,Rendah
11027,39,34877911.122167796,L,Pelajar,D3,4,8,Sakit Ringan,Rendah
11028,51,134267837.15537107,P,Pekerja Swasta,D3,4,10,Sakit Berat,Rendah
11029,63,58973965.802300915,L,Pekerja Swasta,S3,1,18,Sehat,Tinggi
11030,66,40891457.117121324,P,Wiraswasta,S3,1,9,Sehat,Rendah
11031,18,180716825.41905832,L,Pelajar,S3,6,15,Sehat,Tinggi
11032,26,135136089.8764497,L,Pelajar,SMA,3,3,Sehat,Sedang
11033,37,63838378.26594627,L,Pelajar,SMA,5,0,Sakit Berat,Sedang
11034,70,89620813.59322675,P,Pelajar,D3,5,3,Sakit Berat,Rendah
11035,36,195189778.16361052,L,Pekerja Swasta,S3,4,7,Sakit Ringan,Tinggi
11036,53,175192769.51833317,L,Wiraswasta,SMA,4,15,Sehat,Tinggi
11037,57,22804723.190092877,L,Pekerja Swasta,D3,6,5,Sakit Berat,Rendah
11038,62,196364179.12382197,L,Pekerja Swasta,S1,4,0,Sakit Berat,Rendah
11039,21,86335305.20236233,L,Pelajar,S3,2,15,Sehat,Sedang
11040,26,145175269.87746644,P,Pelajar,SMA,3,0,Sakit Ringan,Sedang
11041,58,148281781.62965485,L,Pegawai Negeri,D3,3,19,Sakit Ringan,Sedang
11042,39,184103198.42726493,P,Wiraswasta,S3,1,15,Sakit Berat,Rendah
11043,35,179310957.71665064,L,Pelajar,D3,6,3,Sakit Berat,Sedang
11044,29,70711326.46093896,P,Pelajar,S1,4,1,Sehat,Sedang
11045,59,135836386.09143156,P,Pekerja Swasta,D3,4,13,Sehat,Tinggi
11046,60,90866976.12722081,P,Pekerja Swasta,D3,2,5,Sakit Ringan,Sedang
11047,56,114597872.56274955,P,Pekerja Swasta,S1,4,19,Sakit Berat,Sedang
11048,26,119842134.57828905,P,Pelajar,S2,4,11,Sakit Ringan,Tinggi
11049,23,91341820.24958661,P,Wiraswasta,S3,3,4,Sakit Ringan,Sedang
11050,36,103500923.67927681,L,Pelajar,S1,4,13,Sakit Ringan,Tinggi
11051,65,57501608.225782014,L,Pelajar,S1,6,4,Sakit Ringan,Sedang
11052,64,129376348.98706493,L,Wiraswasta,S3,2,17,Sakit Berat,Sedang
11053,24,156612766.7796969,L,Pelajar,D3,2,15,Sakit Ringan,Sedang
11054,33,97353416.74218942,P,Pelajar,SMA,5,20,Sakit Berat,Sedang
11055,22,195982415.87673238,P,Wiraswasta,S3,5,15,Sakit Berat,Sedang
11056,33,30300753.334064342,P,Pelajar,S1,1,9,Sehat,Rendah
11057,18,126048922.71449861,L,Pegawai Negeri,D3,2,10,Sakit Ringan,Rendah
11058,68,125048139.21987717,L,Pegawai Negeri,S2,6,20,Sakit Ringan,Rendah
11059,54,26533330.1139349,P,Pekerja Swasta,D3,2,4,Sakit Berat,Rendah
11060,56,60422631.031592846,L,Pelajar,SMA,6,3,Sakit Ringan,Rendah
11061,36,182997665.05692178,P,Wiraswasta,D3,6,19,Sakit Ringan,Sedang
11062,54,118012528.02965848,P,Wiraswasta,SMA,3,6,Sakit Ringan,Tinggi
11063,34,98549457.49421848,L,Pegawai Negeri,S2,5,5,Sehat,Tinggi
11064,43,94789360.19663098,P,Pekerja Swasta,S2,6,14,Sakit Berat,Sedang
11065,39,179868949.76361966,L,Pelajar,D3,1,14,Sakit Berat,Tinggi
11066,25,86065611.61188546,L,Wiraswasta,S3,3,16,Sehat,Rendah
11067,50,174650035.2187264,L,Wiraswasta,S3,6,9,Sakit Berat,Rendah
11068,19,75654667.87570104,L,Pelajar,S3,3,17,Sakit Ringan,Tinggi
11069,47,115670717.21051182,P,Pekerja Swasta,S2,5,10,Sakit Ringan,Sedang
11070,64,45887558.516463585,P,Pegawai Negeri,SMA,3,17,Sakit Ringan,Rendah
11071,37,168505456.20382002,P,Pelajar,S1,5,1,Sehat,Sedang
11072,35,152475476.780869,P,Pelajar,D3,2,2,Sehat,Sedang
11073,60,115416751.42545797,L,Pelajar,SMA,2,5,Sehat,Rendah
11074,27,24662235.346215103,L,Pegawai Negeri,S1,5,2,Sakit Ringan,Sedang
11075,41,106626319.73435973,P,Wiraswasta,S2,6,6,Sakit Berat,Tinggi
11076,21,60535375.08054443,L,Pelajar,S1,4,2,Sehat,Rendah
11077,54,94407373.2575035,L,Pelajar,S2,4,14,Sakit Ringan,Sedang
11078,21,174156767.994556,P,Pelajar,S2,1,12,Sakit Ringan,Rendah
11079,30,158528594.96313193,P,Pelajar,SMA,4,5,Sakit Ringan,Sedang
11080,42,63551523.711367495,L,Pekerja Swasta,S3,1,1,Sakit Ringan,Rendah
11081,30,197291617.9265991,P,Pekerja Swasta,S3,5,1,Sakit Berat,Sedang
11082,35,182577891.13228422,L,Pekerja Swasta,SMA,6,18,Sakit Ringan,Sedang
11083,41,115161219.76407795,L,Wiraswasta,D3,5,7,Sakit Ringan,Rendah
11084,19,115427057.6518244,P,Pelajar,S2,5,8,Sakit Berat,Tinggi
11085,65,182227873.70059443,P,Pelajar,D3,1,1,Sakit Berat,Tinggi
11086,50,134506065.51906174,P,Pelajar,S2,3,6,Sakit Ringan,Rendah
11087,36,116603914.13529913,L,Pelajar,S2,1,16,Sehat,Rendah
11088,26,154846734.26256728,P,Pegawai Negeri,S3,6,14,Sehat,Tinggi
11089,45,62317480.74873541,P,Pegawai Negeri,S3,6,3,Sakit Ringan,Sedang
11090,52,178107935.5452079,P,Pegawai Negeri,S2,3,12,Sakit Berat,Sedang
11091,56,115654743.27344978,P,Pelajar,S3,2,2,Sakit Ringan,Sedang
11092,27,128629873.09490615,L,Pegawai Negeri,S3,2,11,Sakit Ringan,Tinggi
11093,18,36189896.82587021,P,Pegawai Negeri,S1,3,2,Sakit Berat,Rendah
11094,59,75711612.5772017,L,Wiraswasta,S1,6,20,Sakit Berat,Sedang
11095,38,96812360.60097702,P,Wiraswasta,S2,3,18,Sehat,Rendah
11096,26,94503714.21848351,P,Pegawai Negeri,S3,4,8,Sehat,Tinggi
11097,64,160091185.91212243,P,Pegawai Negeri,S1,3,15,Sakit Ringan,Tinggi
11098,32,70818031.54820144,L,Wiraswasta,D3,3,17,Sakit Berat,Tinggi
11099,52,52779667.22175188,P,Pegawai Negeri,S2,5,15,Sakit Ringan,Sedang
11100,22,124871105.26320557,P,Pelajar,S2,1,11,Sakit Ringan,Sedang
11101,58,130702674.50607485,P,Pegawai Negeri,D3,3,6,Sakit Berat,Rendah
11102,39,41884995.27552336,L,Pelajar,S2,5,18,Sehat,Sedang
11103,58,20444330.537479278,P,Pegawai Negeri,S3,3,11,Sakit Ringan,Rendah
11104,40,185176834.4039346,P,Pekerja Swasta,S1,4,10,Sakit Berat,Rendah
11105,24,34334659.48040013,L,Pegawai Negeri,SMA,3,11,Sehat,Tinggi
11106,40,181616047.74956003,L,Pekerja Swasta,S1,3,18,Sehat,Rendah
11107,61,91858677.38955401,L,Pegawai Negeri,D3,5,20,Sakit Berat,Sedang
11108,42,137550063.43911207,L,Pegawai Negeri,SMA,3,16,Sakit Berat,Sedang
11109,44,53410644.32715133,P,Pelajar,S3,5,14,Sakit Berat,Rendah
11110,58,168305065.00894803,P,Wiraswasta,S3,1,9,Sakit Ringan,Rendah
11111,23,52434809.64197737,L,Wiraswasta,S1,5,3,Sakit Ringan,Rendah
11112,51,89571646.6966832,L,Pelajar,S2,6,17,Sakit Berat,Sedang
11113,26,62844640.306548744,L,Wiraswasta,S2,1,12,Sakit Ringan,Rendah
11114,66,170751072.38364863,L,Pekerja Swasta,D3,6,4,Sakit Ringan,Rendah
11115,50,174500446.45679832,P,Pekerja Swasta,S2,3,19,Sakit Berat,Rendah
11116,68,86965200.08664162,L,Pegawai Negeri,S3,1,19,Sakit Ringan,Tinggi
11117,23,75328124.78076926,L,Pekerja Swasta,SMA,2,3,Sakit Berat,Tinggi
11118,54,159241767.53512973,P,Wiraswasta,S1,6,15,Sakit Ringan,Sedang
11119,48,178132154.9260252,P,Pekerja Swasta,S1,2,20,Sakit Berat,Tinggi
11120,51,132323598.94053149,L,Pegawai Negeri,S1,5,19,Sakit Ringan,Sedang
11121,58,186932661.6312386,L,Pekerja Swasta,S2,4,8,Sehat,Tinggi
11122,46,88947886.31301504,L,Wiraswasta,SMA,3,20,Sehat,Tinggi
11123,31,47339552.363125205,P,Pelajar,S2,6,6,Sakit Berat,Tinggi
11124,53,52335736.817067444,P,Pegawai Negeri,S2,2,17,Sakit Ringan,Sedang
11125,53,140569751.4134996,P,Pelajar,S3,4,9,Sakit Berat,Sedang
11126,70,93354756.15415098,L,Pekerja Swasta,S3,5,14,Sehat,Rendah
11127,32,48136627.70152719,L,Pegawai Negeri,S2,1,8,Sehat,Tinggi
11128,25,72600833.88264942,P,Pegawai Negeri,D3,3,17,Sehat,Sedang
11129,43,115508912.96589474,P,Pekerja Swasta,D3,6,10,Sehat,Rendah
11130,53,41860148.053184554,P,Pegawai Negeri,D3,1,11,Sehat,Sedang
11131,65,20619649.80999375,L,Pekerja Swasta,S2,3,1,Sakit Ringan,Sedang
11132,38,185113648.54921028,P,Pelajar,SMA,2,8,Sakit Berat,Rendah
11133,45,74875014.34005544,P,Pelajar,D3,4,16,Sakit Berat,Sedang
11134,21,59869666.16173753,P,Wiraswasta,S3,5,2,Sakit Ringan,Rendah
11135,33,145726545.751074,L,Wiraswasta,S1,3,13,Sakit Ringan,Tinggi
11136,39,173612489.9925581,P,Pekerja Swasta,S1,2,2,Sakit Berat,Tinggi
11137,29,133810178.12183435,L,Pekerja Swasta,S2,6,5,Sehat,Sedang
11138,33,65806895.73773569,L,Pelajar,S1,5,10,Sakit Ringan,Tinggi
11139,68,175094592.20377555,L,Pegawai Negeri,S2,3,2,Sakit Ringan,Tinggi
11140,57,111876895.30289948,P,Pekerja Swasta,S1,2,14,Sakit Berat,Sedang
11141,55,88614344.53284444,L,Pegawai Negeri,SMA,5,7,Sehat,Rendah
11142,59,128850701.53393531,P,Wiraswasta,SMA,1,1,Sakit Ringan,Tinggi
11143,54,146110200.25489694,L,Pelajar,SMA,4,10,Sakit Ringan,Rendah
11144,46,126889377.3407256,L,Pekerja Swasta,SMA,4,13,Sehat,Tinggi
11145,35,185644180.23010504,L,Wiraswasta,D3,6,2,Sakit Ringan,Sedang
11146,27,133043205.07982966,P,Pekerja Swasta,S3,6,9,Sakit Berat,Sedang
11147,59,178144528.27260375,P,Wiraswasta,SMA,1,17,Sakit Berat,Rendah
11148,56,125652518.32769722,P,Pelajar,D3,4,17,Sehat,Sedang
11149,35,79342323.27142248,P,Pekerja Swasta,S2,4,11,Sakit Berat,Rendah
11150,18,115813427.14697516,L,Pekerja Swasta,S1,3,18,Sakit Ringan,Rendah
11151,56,35540604.137288466,L,Pegawai Negeri,S1,2,18,Sakit Berat,Tinggi
11152,38,61431434.101242974,L,Pegawai Negeri,D3,1,8,Sehat,Rendah
11153,18,157921699.196669,L,Pekerja Swasta,S1,6,0,Sakit Berat,Rendah
11154,32,139065609.92319667,L,Pelajar,SMA,2,11,Sakit Ringan,Sedang
11155,21,49973367.896095045,P,Pegawai Negeri,S1,4,1,Sakit Ringan,Rendah
11156,37,98842731.72645462,L,Pekerja Swasta,SMA,2,1,Sakit Berat,Tinggi
11157,27,45558597.06744495,P,Pekerja Swasta,SMA,5,4,Sehat,Rendah
11158,40,174047214.14731532,P,Wiraswasta,S1,1,0,Sehat,Sedang
11159,58,39650546.315772,P,Pelajar,D3,1,11,Sakit Berat,Rendah
11160,51,137762299.41686022,L,Pegawai Negeri,S2,1,4,Sehat,Rendah
11161,63,129260000.17607045,P,Pegawai Negeri,D3,3,13,Sakit Ringan,Sedang
11162,65,105099796.21643297,P,Wiraswasta,S3,2,7,Sehat,Rendah
11163,50,70082232.07954553,P,Pekerja Swasta,S3,2,10,Sakit Berat,Rendah
11164,51,92712169.99874529,P,Pegawai Negeri,SMA,6,17,Sakit Ringan,Sedang
11165,56,165150434.08298847,L,Pekerja Swasta,SMA,3,9,Sakit Ringan,Tinggi
11166,27,157079146.79829845,L,Pegawai Negeri,D3,1,8,Sakit Berat,Tinggi
11167,37,152985640.72900456,L,Pegawai Negeri,D3,3,14,Sehat,Tinggi
11168,18,154968245.1849904,P,Pekerja Swasta,SMA,3,9,Sehat,Tinggi
11169,30,45899547.383961044,P,Pekerja Swasta,S2,4,3,Sakit Ringan,Tinggi
11170,18,37837361.0652377,L,Pegawai Negeri,S2,1,10,Sakit Ringan,Tinggi
11171,22,175069752.113724,L,Wiraswasta,S3,6,16,Sakit Berat,Sedang
11172,33,170691422.6619999,P,Wiraswasta,S2,5,17,Sehat,Sedang
11173,32,142637294.7283454,P,Wiraswasta,S1,6,16,Sakit Ringan,Rendah
11174,66,129063034.15679687,L,Wiraswasta,SMA,4,0,Sehat,Rendah
11175,45,86036907.16682991,L,Wiraswasta,D3,1,11,Sakit Berat,Sedang
11176,48,60334866.48404059,P,Pekerja Swasta,SMA,1,14,Sakit Ringan,Tinggi
11177,40,140178158.79137057,L,Pegawai Negeri,S1,1,20,Sakit Berat,Tinggi
11178,65,184346234.85484582,L,Wiraswasta,S2,2,16,Sehat,Sedang
11179,62,98659383.632867,P,Pelajar,SMA,1,19,Sehat,Tinggi
11180,60,74578244.64012264,L,Pegawai Negeri,S1,1,2,Sakit Ringan,Tinggi
11181,34,68733526.4281084,L,Pelajar,S2,5,6,Sakit Ringan,Sedang
11182,66,24266943.72195475,P,Pekerja Swasta,S3,1,0,Sakit Berat,Tinggi
11183,51,113657009.99493177,L,Pegawai Negeri,S3,3,19,Sakit Ringan,Tinggi
11184,30,197882485.37386966,P,Pekerja Swasta,S3,1,10,Sehat,Rendah
11185,31,166742788.90507802,L,Pelajar,S1,1,4,Sakit Ringan,Rendah
11186,28,181545449.26974648,L,Pegawai Negeri,S1,6,2,Sehat,Tinggi
11187,45,131809537.3295911,P,Pegawai Negeri,D3,1,20,Sakit Ringan,Sedang
11188,59,106660353.88689515,L,Pekerja Swasta,D3,2,19,Sakit Berat,Rendah
11189,49,198282261.33267525,L,Pegawai Negeri,S3,4,20,Sakit Berat,Tinggi
11190,52,100489179.91499245,P,Pelajar,SMA,2,8,Sehat,Tinggi
11191,48,185029503.6284204,P,Pekerja Swasta,S2,5,7,Sakit Berat,Rendah
11192,34,157132065.5810723,L,Pelajar,D3,6,1,Sakit Ringan,Sedang
11193,64,79576116.54284948,L,Pegawai Negeri,S2,6,18,Sehat,Rendah
11194,26,110551192.9855373,L,Pelajar,SMA,5,15,Sakit Ringan,Sedang
11195,27,89179259.91746624,P,Pegawai Negeri,S3,3,15,Sehat,Sedang
11196,25,44520189.349873684,L,Pelajar,S2,3,3,Sehat,Sedang
11197,38,84217984.68119474,L,Pelajar,S3,5,9,Sehat,Tinggi
11198,30,180015119.170417,P,Wiraswasta,S2,4,16,Sakit Berat,Rendah
11199,67,155474423.36283225,P,Pegawai Negeri,SMA,6,14,Sakit Berat,Sedang
11200,22,69964593.37429917,P,Wiraswasta,D3,4,17,Sakit Berat,Tinggi
11201,23,86224396.35755691,P,Wiraswasta,S1,5,1,Sehat,Rendah
11202,47,130958106.14117391,L,Pekerja Swasta,S3,1,7,Sakit Berat,Rendah
11203,48,94905166.70152773,L,Pekerja Swasta,D3,2,9,Sakit Berat,Sedang
11204,34,110547940.94562133,L,Pelajar,S2,2,0,Sehat,Rendah
11205,28,145670313.99727684,P,Pegawai Negeri,D3,1,17,Sakit Berat,Sedang
11206,37,104105152.66592373,L,Pekerja Swasta,S1,4,15,Sehat,Tinggi
11207,65,54374562.14009524,L,Wiraswasta,S3,2,9,Sakit Berat,Rendah
11208,26,113703308.71666926,L,Pegawai Negeri,S3,2,4,Sehat,Rendah
11209,19,84101281.43907663,P,Pelajar,D3,3,8,Sehat,Rendah
11210,54,72332161.12255207,L,Pelajar,SMA,4,9,Sehat,Rendah
11211,18,79059540.99917343,L,Pekerja Swasta,S2,5,4,Sakit Berat,Sedang
11212,21,99020399.14820102,P,Pekerja Swasta,D3,5,6,Sehat,Rendah
11213,53,179590365.7168918,L,Pekerja Swasta,SMA,1,5,Sehat,Rendah
11214,42,152130278.77943605,P,Pelajar,S3,2,13,Sakit Ringan,Tinggi
11215,20,140218748.93024516,P,Wiraswasta,S2,5,17,Sakit Ringan,Rendah
11216,26,104826837.95871201,L,Pekerja Swasta,S3,1,12,Sehat,Sedang
11217,39,20329390.486943018,P,Pelajar,S1,3,9,Sehat,Sedang
11218,40,81299128.05903643,P,Pegawai Negeri,SMA,4,13,Sakit Berat,Rendah
11219,29,166374567.19630525,P,Pelajar,S1,2,7,Sakit Berat,Sedang
11220,27,89870763.71319315,L,Pegawai Negeri,S1,2,13,Sehat,Rendah
11221,51,121487442.51217529,P,Pegawai Negeri,S1,1,3,Sakit Berat,Sedang
11222,60,56853166.94247743,L,Wiraswasta,SMA,2,8,Sakit Berat,Tinggi
11223,27,184854393.53224236,L,Pekerja Swasta,S2,4,5,Sehat,Tinggi
11224,47,186170678.432672,P,Pegawai Negeri,S3,5,1,Sakit Berat,Rendah
11225,39,46292669.112503685,P,Pekerja Swasta,S2,1,2,Sakit Ringan,Tinggi
11226,23,150348610.8571398,L,Pelajar,S2,4,10,Sakit Berat,Sedang
11227,67,33542931.39534434,P,Pekerja Swasta,S2,2,16,Sakit Berat,Sedang
11228,19,127738571.2364176,L,Pelajar,S3,5,0,Sehat,Rendah
11229,47,52157657.148679346,L,Pegawai Negeri,S3,4,2,Sakit Berat,Rendah
11230,19,46226945.4480567,P,Wiraswasta,SMA,5,13,Sakit Ringan,Tinggi
11231,49,20741567.130680576,P,Pegawai Negeri,D3,5,10,Sehat,Sedang
11232,59,189354284.6361326,P,Pelajar,S3,1,20,Sakit Ringan,Sedang
11233,33,169265448.4736824,P,Pegawai Negeri,S3,2,15,Sakit Berat,Sedang
11234,29,33945600.306432635,P,Wiraswasta,D3,3,13,Sehat,Tinggi
11235,18,127887609.8120642,P,Pekerja Swasta,S3,3,18,Sehat,Tinggi
